candidate_id,kept_raw_detection_id,suppressed_raw_detection_id,suppressed_tile_name,suppressed_confidence,iou_with_kept_candidate
C0336,R0651,R0753,38SMB_00381_r2160_c720,0.6205055117607117,0.9299197797782993
C0340,R0993,R1110,38SMB_00507_r2880_c720,0.6467827558517456,0.9156887903808174
C0345,R3834,R3826,38SMB_01426_r7920_c9600,0.6458324790000916,0.9992597778144828
C0345,R3834,R3648,38SMB_01385_r7680_c9680,0.6236745119094849,0.9875949204182493
C0345,R3834,R3638,38SMB_01384_r7680_c9600,0.6232510209083557,0.9873348026799829
C0349,R2812,R2956,38SMB_01232_r6960_c3360,0.6151347756385803,0.9234890601536498
C0350,R2499,R2501,38SMB_01072_r6000_c5280,0.6418650150299072,0.9947725918550819
C0351,R3396,R3582,38SMB_01371_r7680_c6480,0.549004316329956,0.8548546316199065
C0354,R2255,R2326,38SMB_01016_r5760_c1920,0.6302855610847473,0.9530619752600774
C0354,R2255,R2253,38SMB_00973_r5520_c1680,0.6082034707069397,0.8785356294101658
C0354,R2255,R2323,38SMB_01015_r5760_c1680,0.6070396304130554,0.8798057575850561
C0356,R2392,R2505,38SMB_01074_r6000_c5760,0.6210833787918091,0.987384247031539
C0358,R1863,R1945,38SMB_00816_r4560_c4320,0.5222585797309875,0.7360580320821986
C0361,R1245,R1242,38SMB_00559_r3120_c3120,0.5980356335639954,0.8813122227151784
C0366,R0936,R0819,38SMB_00396_r2160_c4320,0.6047824025154114,0.9768639492636568
C0371,R5002,R4872,38SMB_01701_r9600_c5040,0.6326079368591309,0.999791253949208
C0377,R0605,R0613,38SMB_00304_r1680_c2400,0.6259459257125854,0.9708284901197888
C0378,R2475,R2370,38SMB_01027_r5760_c4560,0.5118790864944458,0.8129208527581655
C0380,R3414,R3410,38SMB_01333_r7440_c7440,0.6065099239349365,0.8177288830193457
C0383,R2358,R2468,38SMB_01068_r6000_c4320,0.5581203699111938,0.9476205883185617
C0384,R2279,R2217,38SMB_00942_r5280_c4320,0.5938027501106262,0.7671028115952141
C0385,R4202,R4063,38SMB_01482_r8400_c2880,0.5828372836112976,0.9808017076350226
C0386,R2994,R3004,38SMB_01240_r6960_c5280,0.6106349229812622,0.8157887792754536
C0387,R0311,R0250,38SMB_00093_r480_c2160,0.6038157343864441,0.9806128318722669
C0387,R0311,R0308,38SMB_00134_r720_c1920,0.530043363571167,0.9240704711752896
C0387,R0311,R0246,38SMB_00092_r480_c1920,0.519235372543335,0.9167648041715455
C0389,R0698,R0797,38SMB_00388_r2160_c2400,0.6193452477455139,0.9705949857445136
C0392,R0910,R0921,38SMB_00432_r2400_c2880,0.5980671048164368,0.9623700661948646
C0397,R2620,R2750,38SMB_01156_r6480_c5280,0.4994289875030517,0.7298047202725304
C0398,R1056,R1057,38SMB_00478_r2640_c3840,0.5268891453742981,0.853920696417407
C0401,R4407,R4396,38SMB_01571_r8880_c4080,0.5890783071517944,0.9025256170153062
C0403,R0139,R0226,38SMB_00087_r480_c720,0.5076699256896973,0.7460901849498195
C0406,R3908,R3903,38SMB_01441_r8160_c3120,0.5701022744178772,0.9130375286828144
C0408,R0427,R0436,38SMB_00216_r1200_c1440,0.5624794960021973,0.9268734723197795
C0414,R3519,R3721,38SMB_01401_r7920_c3600,0.5830721855163574,0.9867943550689665
C0414,R3519,R3711,38SMB_01400_r7920_c3360,0.4018402397632599,0.7013659502188896
C0415,R1921,R1824,38SMB_00771_r4320_c3600,0.6026552319526672,0.9865144165165781
C0416,R0946,R0937,38SMB_00438_r2400_c4320,0.5879892706871033,0.9711742052938712
C0416,R0946,R0821,38SMB_00397_r2160_c4560,0.4441993236541748,0.7239069593537582
C0416,R0946,R0820,38SMB_00396_r2160_c4320,0.4138056933879852,0.7301056183919753
C0418,R4694,R4842,38SMB_01693_r9600_c3120,0.553716242313385,0.8111555631474472
C0419,R4552,R4544,38SMB_01610_r9120_c3360,0.5912352800369263,0.9839559648100967
C0423,R0635,R0561,38SMB_00294_r1680_c0,0.2198285460472107,0.7580593755708775
C0425,R0087,R0092,38SMB_00010_r0_c2400,0.5664388537406921,0.8950147897788081
C0427,R0428,R0498,38SMB_00257_r1440_c1200,0.4034880995750427,0.7505870923177805
C0428,R1291,R1197,38SMB_00537_r2880_c7920,0.4946886599063873,0.8909497629177229
