size_group,labelled_instances,detected_instances,mean_width_pixels,mean_height_pixels,mean_area_pixels,recall
largest_25_percent,83,4,58.78898120481928,60.36271190361446,4064.0907832031307,0.04819277108433735
medium_to_large,83,1,27.821999807228917,27.519281349397584,772.4181516688717,0.012048192771084338
small_to_medium,83,0,17.918673734939762,18.88962313253012,336.8822870357498,0.0
smallest_25_percent,83,0,10.051266313253011,9.759120963855425,103.26876681366517,0.0
