size_group,labelled_instances,detected_instances,mean_width_pixels,mean_height_pixels,mean_area_pixels,recall
largest_25_percent,85,51,64.99484009411765,65.4062592,4876.852118557202,0.6
medium_to_large,85,47,28.626534400000004,29.57495115294117,855.3548426078569,0.5529411764705883
small_to_medium,85,9,18.90115463529411,20.51314145882353,386.29925014964084,0.10588235294117647
smallest_25_percent,86,0,10.216424186046511,10.071456744186047,109.33574854551217,0.0
